title,text,category,url
Стало известно о готовности Пугачевой вернуться на сцену,"Уехавшая из России после начала специальной военной операции (СВО) певицаАлла Пугачевапланирует вернуться на сцену летом 2026 года. Об этомсообщаетTelegram-канал Mash.По информации источника, народная артистка СССР может начать рассматривать предложения от частных заказчиков на выступления за пределами Российской Федерации. Пугачева якобы готова выступать на зарубежных квартирниках с июня: на данный момент Примадонна сосредоточена на себе и своей семье.Условия, при которых Алла Борисовна снова выйдет на сцену, примерный райдер певицы и стоимость возможных концертов на данный момент неизвестны.Ранее журналист, ведущий проекта «Соловьев Live»Армен Гаспарянпризнался, что ему жаль Пугачеву, уехавшую из России и заявившую, что ее предала Родина. По мнению журналиста, на протяжении многих лет имя Пугачевой было брендом.",culture,https://lenta.ru/news/2026/01/21/stalo-izvestno-o-gotovnosti-pugachevoy-vernutsya-na-stsenu/
Российская певица заявила о беседе с поддерживающей ВСУ Анджелиной Джоли,"Российская певицаЛюся Чеботиназаявила, что пообщалась с голливудской актрисой и режиссеромАнджелиной Джоли, которая активно поддерживаетВооруженные силыУкраины(ВСУ). Артисткаподелиласьсвоим опытом общения со звездой в Telegram-канале.Подробностей своего диалога с Джоли Чеботина не сообщила, однако в комментариях подписчики разделились на два лагеря: одни поздравили певицу с новым знакомством, другие раскритиковали из-за позиции Анджелины относительно специальной военной операции (СВО).Известно, что Джоли неоднократно посещала украинские города и встречалась с бойцами ВСУ, призывала жертвовать деньги в поддержку украинской армии и военных фондов, а также призывала мировое сообщество повлиять на конфликт.В ноябре, в ходе очередной поездки Анджелины Джоли на Украину, водителя из сопровождения актрисымобилизовалидля службы в рядах ВСУ. Знаменитость несколько дней провела вХерсонеи других регионах, где встречалась с детьми и представителями правозащитных организаций.",culture,https://lenta.ru/news/2026/01/21/rossiyskaya-pevitsa-zayavila-o-besede-s-podderzhivayuschey-vsu-andzhelinoy-dzholi/
Лоза назвал Долину мемом,"Народная артистка РоссииЛариса Долинауже стала мемом, заявил певецЮрий Лоза, пишетРИА Новости.«Долина уже вообще рассматривается как мем определенный, ее фамилию произносят как имя нарицательное, кто-то придумал и ввел уже термин ""эффект Долиной"", даже несколько терминов есть», — высказался он. Артист назвал Долину мемом.Лоза отметил, что появилась целая терминология, связанная с ситуацией, которая произошла с исполнительницей. Он допустил, что «терминология войдет в жизнь и станет устойчивым словосочетанием». Исполнитель считает, что оно будет на слуху долгое время.Ранее адвокатАндрей Алешкинзаявил, что Долина не сможет наказать авторов мемов, использующих ее изображение.",culture,https://lenta.ru/news/2026/01/21/loza/
Долина ответила на вопрос о новом месте жительства,"Российская певицаЛариса Долиназаявила журналистам, что хорошо устроилась на новом месте жительства. Об этом пишетРИА Новости.Народная артистка ответила на вопрос журналистов о том, где и как она устроилась. «Устроилась хорошо», — прокомментировала Долина.8 январястало известно, что Долина завершила масштабный переезд из квартиры в Хамовниках, принадлежащей теперьПолине Лурье.Предполагалось, что новая владелица недвижимости получит ключи на следующий день, однако этого не произошло.",culture,https://lenta.ru/news/2026/01/20/dolinaa/
Успенская откровенно рассказала о массовой травле,"ПевицаЛюбовь Успенскаясказала, что она столкнулась с попытками «отменить» ее после ситуации с дочерьюТатьяной Плаксиной. Об этом онасообщилаОбщественной Службе Новостей.Артистка объяснила, что травля началась после того, как их с дочерью конфликт стал достоянием общественности.«Журналисты сразу стали писать, что, конечно, вызвало нездоровый интерес у публики. Они начали обсуждать мои взаимоотношения с Таней. Меня обвиняли во всем, унижали, называли плохой матерью и так далее», — рассказала Успенская.В преддверии Нового года певица Любовь Успенскаяпризналась, что считает слишком тоскливыми песни из культового новогоднего фильма «Ирония судьбы, или С легким паром!».",culture,https://lenta.ru/news/2026/01/20/uspenskaya-otkrovenno-rasskazala-o-massovoy-travle/
«Они смотрели на это со слезами» Как непобедимые азиатки подарили России единственную в ее истории олимпийскую медаль в бадминтоне?,"Бадминтон, хоть и появился в современном виде в Англии, давно считается традиционно азиатским видом спорта. В программе Олимпийских игр он появился только в 1992-м, и с тех пор из всех европейских спортсменов лишь датчане иногда хоть что-то выигрывают на главном спортивном состязании. Доминируют, как правило, китайские бадминтонисты, а россияне лишь однажды добрались до бронзовых медалей Игр. Произошло это при одновременно курьезных и скандальных обстоятельствах. «Лента.ру» — подробнее об истории главного российского успеха в бадминтоне на Олимпиадах.«Момент, когда ты стоишь на пьедестале в Олимпийском зале, невозможно описать — это надо пережить. Ощущения неповторимые, необъяснимые, наверное, ради них стоит тренироваться четыре года», — вспоминала россиянкаНина Вислова, которая выиграла бронзу летних Игр-2012 вЛондонев паре сВалерией Сорокиной. Достижение действительно крутое, но оно никак не случилось бы без фарса, в который превратили Игры несколько азиатских спортсменок.Провальный форматОрганизаторы олимпийского турнира по бадминтону перед стартом Игр в Лондоне подготовили для болельщиков сюрприз. Прежде все крупные турниры в этом виде спорта проводились в традиционном формате игр на вылет, а на ОИ-2012 решили опробовать другую систему, характерную для командных видов спорта.В женском парном разряде 16 дуэтов поделили на 4 группы по 4 парыДалее схема классическая: каждый играет с каждым по разу, а по две лучшие пары из каждого дуэта выходят в четвертьфинал, где занявшие первые места играют с теми, кто в своей группе стал вторым.Намерения у Всемирной федерации бадминтона были благими. Прежде слабые бадминтонисты паковали вещи после первой же игры, а тут у каждого была возможность провести как минимум три встречи на главном турнире четырехлетия, получив бесценный опыт и прочувствовав атмосферу спортивного праздника.В женском парном разряде у России квоту на Игры-2012 завоевали 25-летняя Нина Вислова и 28-летняя Валерия Сорокина. К тому моменту спортсменки собрали коллекцию наград на чемпионатах Европы, имели в активе успешные выступления на крупных международных турнирах, но в мировом рейтинге находились за пределами топ-10, поэтому сам факт отбора на ОИ в Лондоне стал для них большим успехом.Валерия Сорокина и Нина ВисловаФото: Владимир Песня / РИА НовостиПравда, мало кто рассчитывал на то, что россиянки смогут выйти из группы. В соперники по квартету А им достались лидеры мирового рейтинга — китаянки Ю Ян и Ван Сяоли, а также кореянки Хэ Чжон Ын и Ким Мин Чжин, занимавшие в рейтинге третье место. И те, и те для Висловой с Сорокиной на тот момент были фактически непобедимыми. Канадки Алекс Брюк иМишель Ли— четвертые участницы квартета А — были единственными соперницами россиянок на групповом этапе, с которыми можно было набрать очки.«Нельзя так дискредитировать нашу любимую игру»И с этой задачей россиянки блестяще справились. Они прошлись катком по соперницам изКанады, забрав два сета со счетом 21:8, 21:10. Правда, в двух предыдущих матчах россиянки сами оказались в роли канадок, не взяв ни одного сета. Китаянкам они уступили с еще более разгромным счетом 6:21, 9:21, а вот игра с кореянками получилась более упорной (21:23, 18:21). В первой партии Вислова и Сорокина выглядели очень прилично и вполне могли ее забрать.Третье место в группе с двумя парами из топ-3 мирового рейтинга — достойный результат, поэтому Вислова и Сорокина с чувством выполненного долга собирались отправиться на родинуСпортсменкам оставалось написать заявление на замену авиабилетов, чтобы улететь пораньше, но очень скоро оказалось, что для них на этих Играх все только начинается.Смуту в спокойно складывающийся групповой этап внесла пара Тянь Цин/Чжан Юньлэй. Выступавшие в группе D и занимавшие второе место в мировом рейтинге китаянки неожиданно не смогли выиграть свой квартет, пропустив вперед датчанок Камиллу Рюттер Юль и Кристинну Педерсен. Последний тур в группах А и С проводился позже, а турнирная сетка плей-офф не была заранее сформирована. Потенциальные победители этих квартетов поняли, что в 1/4 финала вполне могут попасть на грозных китаянок. Действовать решили нестандартно.Фото: Michael Regan / Getty ImagesВ группе А в заключительном туре играли лидеры — китаянки Ю Ян и Ван Сяоли с кореянками Хэ Чжон Ын и Ким Мин Чжин. Аналогичная ситуация сложилась и в квартете С, где первое место разыгрывали кореянки Чун Кюн Ын и Ким Ха На (восьмой номер рейтинга) с индонезийками Грейсией Полий и Майлианой Джаухари (12-я пара мира). Вот только победы в этих матчах были никому не нужны.В обоих матчах лучшие бадминтонистки мира превратились в аутсайдеров поселковых любительских соревнований. Соперницы демонстративно подавали в сетку или аут, промахивались мимо медленно летящего волана, принимали подачи ударом в пол и всячески старались отдать следующее очко оппоненткам. Переполненные трибуны быстро все поняли и сопровождали матчи оглушительным свистом, однако бадминтонистки на это не реагировали и упорно шли к своей цели.Четыре удара — столько длился самый длинный розыгрыш во встрече кореянок с китаянкамиВыглядело это настолько отвратительно, что еще в первом сете судьи обоих матчей останавливали встречи и обращались к бадминтонисткам с требованием прекратить фарс. Но ни на кого это не подействовало: и там, и там звезды бадминтона подарили зрителям по три ужасных сета поддавков. Кто все-таки победил в этих матчах — для истории совершенно не важно.Нельзя так дискредитировать нашу любимую игру. Бадминтон не столь популярен в мире, а тут игроки стояли на площадке и выкидывали воланчик в аут. Лично мне было страшно, что после этого случая бадминтон вообще исключат из программы Олимпийских игрНина ВисловаДо исключения бадминтона из программы ОИ не дошло, но резонанс от действий корейских, китайских и индонезийских спортсменок получился мощнейшим. В ситуацию оперативно вмешалась Всемирная федерация бадминтона, которая решила действовать жестко. Уже на следующий день организация собрала дисциплинарное заседание, на котором все участники обеих «встреч в поддавки» были дисквалифицированы за неспортивное поведение.Вину, однако, никто так и не признал. Лидеры мирового рейтинга Ю Ян и Ван Сяоли, к примеру, цинично заявили, что не играли на поражение, а просто хотели сохранить как можно больше сил на плей-офф.«Это выглядело отвратительно. Шесть тысяч зрителей заплатили огромные деньги, чтобы насладиться игрой высочайшего уровня. И что они получили взамен? У меня нет слов. Мне было больно видеть волонтеров. Они смотрели эти матчи со слезами на глазах», — заявила вице-чемпионка Игр-2004 по бадминтону Гейл Эммс.«У канадок тряслись коленки»После дисквалификации двух лучших пар группы А путевку в четвертьфинал автоматически получили Вислова с Сорокиной, а также битые ими канадки. Причем россиянки фактически вышли с первого места, поэтому в 1/4 финала получили в соперницы более чем проходимых Мишель Эдвардс и Аннари Вилджоен изЮАР. Они стали худшими в квартете С, который также выкосила дисквалификация.К этому поединку представительницы России подходили в статусе явного фаворита и очень легко его подтвердили — 21:9, 21:7Но все же в сетке остались сильные соперницы, и побороться за выход в финал Сорокиной и Висловой предстояло с теми самыми китаянками со второго места мирового рейтинга Тянь Цин и Чжан Юньлэй, которые стали невольными соучастницами олимпийского скандала. В первой партии россиянки навязали борьбу соперницам и уступили со счетом 19:21, однако во втором сете проиграли вчистую — 6:21. Тем не менее шанс на первую российскую медаль в бадминтоне сохранялся.И он был просто огромным — до матча за третье место дошли те самые канадки Брюк и Ли, с которыми россиянки играючи разобрались в группе. Дело было за малым: на классе победить соперниц еще раз.Мы заметили, что канадки в ожидании поединка трясутся. Особенно лихорадило Алекс Брюк, у нее жутко тряслись коленки. Ко мне подошла Нина и сказала: «Вот с тебя-то мы и начнем»Клавдия Майороваглавный тренер сборной РоссииВислова и Сорокина не только начали, но и замечательно продолжили. Матч стал почти копией встречи соперниц на групповом этапе — 21:9, 21:10 в пользу россиянок. Историческая для российского бадминтона бронза ОИ была завоевана!«Мы были созданы друг для друга»Сразу после Олимпиады Сорокина объявила о паузе в карьере. Спортсменка посетовала на то, что за последние четыре года практически не видела семью и теперь хочет отдохнуть. Творческая пауза затянулась, и в большой спорт Сорокина фактически не вернулась. Так что самая успешная пара в истории российского бадминтона распалась на пике своего величия.«В спортивном плане мы с Висловой созданы друг для друга, ведь с третьего класса мы играли в тандеме. Мы даже на полгода никогда не расставались. На протяжении всех 20 лет карьеры мы тренировались вместе, играли вместе. Друг без друга мы не могли существовать», — рассказывала Сорокина в 2014 году.Фото: Michael Regan / Getty ImagesВисловой без фактически ушедшей из большого спорта Сорокиной было действительно тяжело. В отличие от партнерши, она продолжила карьеру, сменила несколько напарниц, добивалась локальных успехов, но на былые высоты не возвращалась.Шансы повторить успех Сорокиной и Висловой спустя четыре года на ОИ-2016 вРио-де-Жанейробыли у лучшей, пожалуй, пары в истории российского бадминтона —Владимира ИвановаиИвана Созонова. Спортсмены без всяких дисквалификаций конкурентов дошли до 1/4 финала, где в упорной борьбе уступили соперникам изКитая.В 2024-м российских бадминтонистов на Играх в Париже по понятным причинам не было. Так что на данный момент ни у кого нет даже теоретической возможности повторить достижение Висловой и Сорокиной.",sport,https://lenta.ru/articles/2026/01/18/oni-smotreli-na-eto-so-slezami/
В Норвегии оценили шансы российских лыжников на медали Олимпиады,"Норвежский журналист Ян Петтер Салтведт оценил шансы российских лыжников Савелия Коростелева и Дарьи Непряевой на медали Олимпиады-2026. Его слова приводит«ВсеПроСпорт».Салтведт выразил мнение, что Коростелев может побороться за медали в Италии. «Есть шанс, хотя и довольно небольшой, особенно на дистанции 10 км, где борьба за подиум кажется вполне открытой», — заявил журналист.У Непряевой нет шансов на медаль, но она может претендовать на попадание в десятку лучших, посчитал норвежец. «Она также начинает привыкать к международному уровню и демонстрирует очень многообещающий прогресс сейчас», — сказал Салтведт.Коростелев и Непряева завоевали олимпийские квоты и смогут выступить в Италии. 21 января Международный олимпийский комитет (МОК) официальнопригласилих на Игры-2026. Российские лыжники будут соревноваться в нейтральном статусе.",sport,https://lenta.ru/news/2026/01/22/v-norvegii-otsenili-shansy-rossiyskih-lyzhnikov-na-medali-olimpiady/
«Спартак» предложил за футболиста «Балтики» 350 миллионов рублей,"Московский «Спартак»предложил за футболиста калининградской «Балтики» Владислава Сауся 350 миллионов рублей. Об этом в своемTelegram-канале сообщает журналистИван Карпов.По информации Карпова, «Балтика» уже приняла предложение красно-белых. Ранее калининградцы отказались продавать Сауся москвичам за 250 миллионов рублей.22-летний Саусь выступает за «Балтику» с лета 2024 года. В нынешнем сезоне Российской премьер-лиги (РПЛ) полузащитник принял участие в 17 матчах, в которых забил один гол и отдал две результативные передачи. Портал Transfermarkt оценивает стоимость игрока в 1,8 миллиона евро (165 миллионов рублей).5 января главным тренером «Спартака» был назначен испанецХуан КарлосКарседо. До этого он тренировал кипрский «Пафос». После первого круга РПЛ красно-белые с 29 очками занимают шестое место в турнирной таблице. «Балтика» с 35 очками располагается на пятой строчке.",sport,https://lenta.ru/news/2026/01/22/spartak-predlozhil-za-futbolista-baltiki-350-millionov-rubley/
Глава IIHF высказался о продлении отстранения российских хоккеистов,"Глава Международной федерации хоккея (IIHF)Люк Тардифвысказался о продлении отстранения российских хоккеистов. Его слова приводитThe Athletic.«Сборная Россиивернется, когда конфликт будет завершен, а многие вещи решены. Когда придет время, мы вернем россиян. Мы все еще поддерживаем контакт», — заявил Тардиф. Он добавил, что все будут счастливы, когда команды России иБелоруссиивернутся на международную арену.21 января IIHF продлила отстранение российских и белорусских хоккеистов. Совет организации принял такое решение «по соображениям безопасности».Российские и белорусские хоккеисты отстранены от международных турниров с февраля 2022 года. Из-за санкций со стороны IIHF и Международного олимпийского комитета (МОК) национальные команды пропускают все крупные соревнования, включая чемпионаты мира и Олимпиады.",sport,https://lenta.ru/news/2026/01/22/glava-iihf-vyskazalsya-o-prodlenii-otstraneniya-rossiyskih-hokkeistov/
Назван самый проверяемый на допинг российский фигурист,"Назван самый проверяемый на допинг российский фигурист. Об этом сообщаетТАСС.По информации агентства, чаще других Российское антидопинговое агентство (РУСАДА) проверялоНиколая Угожаева, выступающего в мужском одиночном катании. За 2025 год спортсмена протестировали шесть раз.Отмечается, что всего за 12 месяцев РУСАДА проверило 88 фигуристов. При этом отобравшиеся на Олимпиаду-2026Петр ГуменникиАделия Петросянпрошли пять и четыре проверки соответственно.19-летний Угожаев тренируется под руководством Дмитрия Хромина в школеТамары Москвиной. На последнем чемпионате России он занял 10-е место. В его активе по итогам предыдущего сезона есть победа на этапе Гран-при вКрасноярскеи бронза этапа Гран-при вМагнитогорске. Кроме того, спортсмен выигрывал чемпионат России по прыжкам.Российские фигуристы были отстранены от международных соревнований с 2022 года. В конце 2025-го ситуация изменилась, россияне Петросян и Гуменник были допущены до олимпийской квалификации, завоевали квоты для участия в Играх и получили приглашения вИталиюот Международного олимпийского комитета.",sport,https://lenta.ru/news/2026/01/22/nazvan-samyy-proveryaemyy-na-doping-rossiyskiy-figurist/
Генконсульство подтвердило гибель пропавшего в Босфоре российского пловца,"Экспертиза ДНК подтвердила, что в Босфорском проливе обнаружили тело российского пловца Николая Свечникова, который пропал в августе 2025 года. Об этом заявили в генконсульстве России вСтамбуле, передаетРИА Новости.«Генеральное консульство России в Стамбуле с прискорбием сообщает, что по результатам экспертизы ДНК тело, обнаруженное 20 января в районе Бешикташ у набережной Бебек, действительно принадлежит российскому пловцу Николаю Свечникову», — говорится в сообщении.Российское консульство выразило соболезнования родным и близким Свечникова.Ведомство также сообщило, что ожидает от турецких органов определения причины гибели российского пловца.Ранее мать Николая Свечникова Галинаподтвердила, что обнаруженное тело в Босфоре принадлежит ее сыну.Российский пловец Николай Свечников пропал во время заплыва через Босфор в августе 2025 года. Спортсмен оказался единственным из почти 3000 участников, кто не смог добраться до финиша.",sport,https://lenta.ru/news/2026/01/22/genkonsulstvo-podtverdilo-gibel-propavshego-v-bosfore-rossiyskogo-plovtsa/
Российский игрок клуба НХЛ оценил недопуск сборной на Олимпиаду,"Российский игрок клуба Национальной хоккейной лиги (НХЛ) «Коламбус Блю Джекетс»Кирилл Марченкооценил недопуск сборной на Олимпиаду. Его слова приводитESPN.«Ситуация сейчас непростая. Все в предвкушении Олимпиады, кроме нас. Конечно, мы хотели бы принять участие в Играх. У России получилась бы сильная команда, потому что у нас отличный состав», — сказал Марченко.Олимпиада пройдет вИталиис 6 по 22 февраля. В хоккейном турнире впервые с 2014 года примут участие игроки НХЛ.Российские хоккеисты отстранены от международных турниров с февраля 2022 года. Из-за санкций со стороны Международной федерации хоккея (IIHF) и Международного олимпийского комитета (МОК) национальная команда пропускает все крупные соревнования, включая чемпионаты мира и Олимпиады.При этом глава IIFHЛюк Тардифсообщил, что очередное обсуждение возвращениясборной Россиисостоится в конце января или середине февраля 2026 года.",sport,https://lenta.ru/news/2026/01/22/rossiyskiy-igrok-kluba-nhl-otsenil-nedopusk-sbornoy-na-olimpiadu/
"Долгожданный рекорд Овечкина, ликующий Роналду и кровавый поединок на турнире UFC. Самые яркие спортивные фото 2025 года","Спортивный 2025 год ознаменовался многими яркими событиями: возвращением россиян на международные соревнования, громкими футбольными матчами, запоминающимися выступлениями российских бойцов и новыми рекордами. На первых полосах СМИ как старые герои —Александр Овечкин,Криштиану Роналду,Новак Джокович, — так и новые. Лучшие спортивные кадры уходящего года — в фотогалерее «Ленты.ру».Александр ОвечкинФото: Sarah Stier / Getty ImagesНачать стоит с одного из самых громких событий не только в российском, но и в мировом спорте — невероятного рекорда Александра Овечкина. Весь предыдущий сезон Национальной хоккейной лиги (НХЛ) внимание было приковано к Ови: доберется-таки до казавшегося вечным достижения легендарного канадцаУэйна Гретцки? Александр доказал, что ему все под силу — 6 апреля капитан «Вашингтон Кэпиталс» отправил в ворота «Нью-Йорк Айлендерс» свою 895-ю шайбу в регулярных чемпионатах НХЛ (у Гретцки было 894 шайбы). Праздновали вВашингтоне(да и не только в нем) едва ли не мощнее, чем победу в Кубке Стэнли. С тех пор Овечкин побил еще несколько рекордов, а теперь наступает на пятки Гретцки еще в одном показателе: общем количестве заброшенных шайб в регулярках и плей-офф.Криштиану Роналду в матче за сборную ПортугалииФото: Eric Verhoeven/Soccrates / Getty ImagesОвечкину уже 40 лет. Если для того, чтобы почувствовать себя по-настоящему старым вам этого недостаточно, то вот еще один спортивный долгожитель — португальский футболист Криштиану Роналду. Уже через пару месяцев этому парню исполнится 41, но в 2025-м он продолжил переписывать историю. В марте Криштиану официально попал в Книгу рекордов Гиннесса. Нестареющий португалец установил рекорд по количеству побед со сборной: тогда их количество равнялось 132. С тех пор Роналду выиграл еще не один матч, что принесло национальной команде очередной титул — в июнеПортугалияпобедилаИспаниюи выиграла Лигу наций (уже во второй раз).Новак ДжоковичФото: Costas Baltas / Anadolu via Getty ImagesЗдесь уже становится не до шуток про преклонный спортивный возраст. В уходящем году теннисист Новак Джокович не отставал от других прославленных пенсионеров. 38-летний серб выиграл 100-й титул в карьере! Сделал он это на турнире серии ATP 250 в Женеве и стал лишь третьим теннисистом послеДжимми КоннорсаиРоджера Федерера, кому покорилась заветная сотня. Многие считают Джоковича величайшим теннисистом в истории. Пожалуй, чтобы утвердиться в этом звании официально, Новаку не хватает еще одной победы на турнире серии «Большого шлема». Сейчас у серба 24 титула на мэйджорах, больше него и так никто не выигрывал. 25-й «Шлем» стал бы жирной точкой в и без того выдающейся карьере Джоковича. Так что мы точно знаем, какое желание Новак загадает в новогоднюю ночь.Карлос Алькарас празднует победу на «Ролан Гаррос»-2025Фото: Julian Finney / Getty ImagesПомешать Джоковичу добраться до 25-го «Шлема» в карьере наверняка захочет Карлос Алькарас. 22-летний испанец вместе с другим молодым, но уже доминирующим игроком мужского тура итальянцемЯнником Синнеромподелили на двоих все четыре мэйджора в сезоне — каждый из них забрал по два. И судя по той сумасшедшей форме, которую они продемонстрировали в финале «Ролан Гаррос»-2025 (на фото Алькарас как раз празднует титул на Открытом чемпионатеФранции), Новаку придется очень попотеть, чтобы отобрать у них один из четырех крупнейших титулов года.Футболисты «Краснодара» праздную чемпионство в раздевалкеФото: Андрей Шрамко / РИА НовостиНу и куда же без клубного футбола. В прошлом сезоне Российской премьер-лиги (РПЛ) тоже творилась история. Точнее, ее творил «Краснодар». Основанный в 2008 году клуб впервые завоевал титул чемпиона России. В невероятной борьбе краснодарцы опередили«Зенит». Судьба чемпионства-2025 решалась в последнем туре РПЛ, а когда «Краснодар» забрал трофей — счастью футболистов команды, как и болельщиков по всей стране, не было предела.Нападающий «Ливерпуля» Мохамед Салах празднует чемпионство с болельщиками клубаФото: Carl Recine / Getty ImagesЧерез несколько дней после «Краснодара» свое чемпионство в Английской премьер-лиге (АПЛ) праздновал «Ливерпуль». Позирующий на фото с болельщиками форвард красныхМохамед Салахстал лучшим бомбардиром чемпионата. Сменивший Юргена Клоппа на посту главного тренера командыАрне Слотпривел команду к титулу в первый же свой сезон у руля. Правда, в новом сезоне АПЛ дела у «Ливерпуля» идут так себе, но время исправить положение в 2026-м у Салаха и компании еще будет.Футболисты ПСЖ празднуют победу в Лиге чемпионовФото: Maja Hitij / UEFA / Getty ImagesПожалуй, счастливее «Краснодара» и «Ливерпуля» вместе взятых в 2025 году были только футболисты ПСЖ. Парижане выиграли Лигу чемпионов, разгромив миланский «Интер» с неприличным для финала турнира такого уровня счетом 5:0. В составе клуба свою первую Лигу чемпионов взял и российский голкиперМатвей Сафонов. Правда, в финале он остался в запасе и прямого участия в завоевании трофея не принимал. Зато уже осенью Сафонов станет героем матча за Межконтинентальный кубок с бразильским «Фламенго». Российский вратарь проявил чудеса реакции и в послематчевой серии пенальти взял четыре удара соперников подряд!Билал Кулибали забивает сверху через Егора ДеминаФото: Scott Taetsch / Getty ImagesПора разбавить поток футбольных фото баскетбольным! И в центре внимания здесь снова россиянин —Егор Демин. На драфте Национальной баскетбольной ассоциации-2025 19-летний уроженецМосквыбыл выбран «Бруклин Нетс» под восьмым номером. Демин стал самым высоким пиком НБА среди всех российских игроков в истории. А еще он знакомит сильнейшую лигу мира с особенностями русского языка: сразу после подписания контракта Демин объявил, что хоть его фамилия на игровой форме будет писаться латиницей, но там будет присутствовать буква «ё». Пока дела у Егора идут неплохо: он получает стабильное игровое время и показывает достойную для новичка статистику: почти 10 очков и 4 передачи в среднем за игру. Но и неприятности случаются, как например, на этом фото, где Билал Кулибали из «Вашингтон Уизардс» забивает через Егора сверху.Синхронистка сборной Испании на чемпионате мира по водным видам спорта в СингапуреФото: Hollie Adams / ReutersЛетом прошел чемпионат мира по водным видам спорта вСингапуре. С одной стороны, отечественные болельщики были довольны, ведь впервые за долго время можно было поболеть за наших, хоть и выступавших на турнире в нейтральном статусе. С другой, не во всех видах наши выступили так, как болельщики привыкли. В частности, без золота остались российские синхронистки, долгие годы доминировавшие в этом виде спорта. Блистает на фото представительница сборной Испании, которая взяла бронзу, уступив россиянкам, довольствовавшимся серебром, и чемпионкам — китаянкам.Ватерполисты на чемпионате мира по водным видам спорта в СингапуреФото: Adam Pretty / Getty ImagesВ водном поло, которое запечатлено на этом снимке,сборная Россиипредставлена не была из-за полного отстранения всех представителей командных видов спорта. Правда, уже с 1 января 2026 года ситуация круто изменится, и российские сборные по водному поло вернутся но международную арену. Так как о выступлении ватерполистов в Сингапуре сказать нечего, отметим российских пловцов, которые взяли на чемпионате мира три золотых медали, включая шикарную победу в комбинированной эстафете 4 по 100 метров. И, конечно, нельзя не отметить синхронистаАлександра Мальцева, который увез из Сингапура сразу три награды высшей пробы.Прыгун с шестом Арман ДюплантисФото: Pawel Kopczynski / Getty ImagesЧто такое золотые медали хорошо знает Арман Дюплантис. В сентябре на чемпионате мира по легкой атлетике в Токио шведский прыгун с шестом в очередной раз обновил мировой рекорд — 6 метров 30 сантиметров! К своим 26 годам Дюплантис уже двукратный олимпийский чемпион, трехкратный чемпион мира, трехкратный чемпион Европы. И к тому же долларовый миллионер! Он уже 14 раз обновил мировой рекорд, а за каждое такое достижение Всемирная легкоатлетическая ассоциация платит по 100 тысяч долларов. Вот Арман и добавляет по сантиметру к каждому предыдущему рекорду.Ангелина Мельникова во время выступления на брусьях на чемпионате мира-2025Фото: Tom Weller / Getty ImagesОт шведских миллионеров — к российским спортсменам. Точнее, спортсменкам. ГимнасткаАнгелина Мельниковатриумфально вернулась на мировую арену. На чемпионате мира по спортивной гимнастике вДжакартероссиянка выиграла золото в личном многоборье, вернув себе титул, который пришлось сдать без защиты после отстранения в 2022-м. А затем добавила к нему золото в опорном прыжке и серебро на брусьях.Аделия Петросян во время прокатаФото: Владимир Астапкович / РИА НовостиДругой пример яркого возвращения российских спортсменов на международные турниры — российские фигуристы. И пусть до отбора на Олимпиаду допустили только наших одиночниковАделию ПетросяниПетра Гуменника, эти двое без проблем справились с задачей. И Петросян, и Гуменник квалифицировались на предстоящую Олимпиаду и постараются побороться за медали вИталии.Ислам Махачев в бою с Джеком Делла МаддаленойФото: Chris Unger / Zuffa LLC / Getty ImagesА вот российский боец смешанного стиля (ММА)Ислам Махачевникуда не уходил. То есть, он, конечно, перешел из легкого дивизиона Абсолютного бойцовского чемпионата (UFC) в полусредний, но результат не изменился: Махачев продолжил доминировать. В бою за титул чемпиона UFC с австралийцем Джеком Делла Маддаленой Ислам не оставил сопернику никаких шансов, победив единогласным решением судей.Лонир Кавана в бою с Фелипе дос СантосомФото: Andrew Boyers / Action Images via ReutersЕдинственное, в чем иногда упрекают Махачева и других представителей дагестанской школы ММА — не самая зрелищная манера ведения боя. Но в ММА, как и многих других единоборствах, зрелищность зачастую идет рука об руку с получаемым уроном. Убедились в этом британец Лонир Кавана и бразилец Фелипе дос Сантос. На турнире UFC вЛондонебойцы устроили кровавую рубку. И оставили на память такой яркий и характерный для их вида спорта снимок.",sport,https://lenta.ru/articles/2025/12/28/rekord-ovechkina-ronaldu-v-knige-rekordov-ginnessa-i-vozvraschenie-rossiyan-na-turniry/
